"ID","n_ID","GLON","e_GLON","GLAT","e_GLAT","rmax","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","nTot","Age","e_Age","Z","Class","K13","CG18","B19","G","_RA.icrs","_DE.icrs"
"FoF_418","nan",296.611,0.058,0.153,0.104,0.263,0.227,0.019,-6.456,0.664,0.851,0.427,241,0.525,0.0315,0.5,3,"nan","nan","nan",0,179.2739,-62.05
"FoF_419","nan",296.276,0.023,0.471,0.048,0.101,0.216,0.008,-6.539,0.67,1.034,0.432,56,0.501,0.0301,0.5,3,"nan","nan","nan",0,178.7237,-61.6679
"FoF_420,NGC_4103","nan",297.558,0.065,1.153,0.054,0.206,0.473,0.048,-6.215,0.311,0.15,0.279,390,0.083,0.005,0.5,1,"1584","817","8256",0,181.634,-61.2494
"FoF_421","nan",296.996,0.053,0.174,0.042,0.11,0.217,0.011,-7.129,0.506,0.855,0.317,58,0.891,0.0535,-2.0,3,"nan","nan","nan",0,180.0881,-62.1075
"FoF_422,NGC_4349","nan",299.728,0.086,0.844,0.072,0.279,0.493,0.043,-7.787,0.311,-0.249,0.26,749,0.977,0.0586,-2.0,1,"1607","820","8336",1,186.0548,-61.8583
"FoF_423,ESO_130_13","nan",299.362,0.048,3.031,0.039,0.137,0.398,0.03,-4.432,0.127,-0.419,0.142,96,0.034,0.002,0.25,1,"1605","307","8322",0,185.7919,-59.6447
"FoF_424,Trumpler_20","nan",301.464,0.087,2.194,0.079,0.329,0.27,0.043,-6.989,0.394,0.127,0.27,1303,1.35,0.081,0.25,3,"1640","1200","8406",0,189.8664,-60.6436
"FoF_425,NGC_4755","nan",303.206,0.06,2.497,0.058,0.246,0.469,0.052,-4.686,0.298,-1.095,0.24,658,0.019,0.0011,-0.5,1,"1652","826","8467",1,193.4134,-60.3736
"Gulliver_58,FoF_426","nan",302.303,0.037,0.896,0.035,0.115,0.396,0.033,-3.578,0.181,-0.334,0.16,117,0.813,0.0488,0.5,1,"nan","511","nan",0,191.5213,-61.9692
"FoF_427,NGC_5168","nan",307.75,0.028,1.553,0.031,0.093,0.286,0.04,-4.164,0.216,-1.444,0.184,145,0.457,0.0274,0.25,1,"1699","830","8645",0,202.8153,-60.9457
"FoF_428,Collinder_272","nan",307.587,0.042,1.189,0.057,0.194,0.44,0.034,-3.424,0.198,-1.767,0.276,158,0.117,0.007,0.25,1,"1698","233","8641",0,202.5964,-61.3302
"FoF_429,Pismis_18","nan",308.227,0.033,0.309,0.043,0.135,0.332,0.05,-5.669,0.248,-2.218,0.279,314,1.12,0.0672,-2.0,2,"1711","983","8666",0,204.2315,-62.0942
"FoF_430,NGC_5381","nan",311.63,0.062,2.118,0.061,0.213,0.38,0.045,-6.003,0.3,-2.895,0.246,380,0.01,0.0006,0.5,3,"1758","835","8804",0,210.2228,-59.5757
"FoF_431,NGC_5715","nan",317.533,0.054,2.098,0.045,0.222,0.439,0.038,-3.473,0.233,-2.287,0.26,177,0.398,0.0239,0.25,1,"1804","842","8979",0,220.8719,-57.5623
"FoF_432,NGC_5823","nan",321.116,0.086,2.46,0.072,0.258,0.518,0.041,-3.676,0.245,-2.454,0.201,416,0.102,0.0061,0.0,1,"1829","847","9080",0,226.3618,-55.6078
"FoF_433,Lynga_6","nan",330.349,0.045,0.325,0.055,0.181,0.405,0.045,-1.899,0.347,-2.696,0.22,172,0.004,0.0002,0.5,3,"1890","639","9363",0,241.1903,-51.9454
"FoF_434","nan",329.879,0.037,0.511,0.035,0.124,0.398,0.028,-4.909,0.226,-5.366,0.232,70,2.75,0.165,-0.5,1,"nan","nan","9342",0,240.4171,-52.1164
"FoF_435,Lynga_9","nan",334.552,0.049,1.081,0.048,0.19,0.362,0.068,-2.522,0.293,-2.467,0.246,514,0.537,0.0322,0.5,3,"1925","640","9601",0,245.1684,-48.5147
"FoF_436","nan",340.543,0.032,1.112,0.027,0.102,0.256,0.035,-2.452,0.314,-3.835,0.336,109,0.417,0.025,-2.0,3,"nan","nan","nan",0,251.0533,-44.1103
"FoF_437,NGC_6192","nan",340.647,0.053,2.14,0.056,0.208,0.578,0.052,1.651,0.199,-0.187,0.172,397,0.245,0.0147,-0.25,1,"1967","861","9880",0,250.0772,-43.3551
"FoF_438","nan",340.612,0.044,0.385,0.038,0.15,0.364,0.048,-1.562,0.396,-3.083,0.276,195,0.912,0.0547,-0.25,3,"nan","nan","nan",0,251.8881,-44.5305
"FoF_439,VDBH_200,BH_200","nan",341.154,0.036,0.283,0.027,0.097,0.396,0.036,-0.064,0.213,-1.161,0.228,88,0.004,0.0002,0.5,3,"1993","89","9909",0,252.485,-44.1812
"FoF_440,NGC_6231","nan",343.474,0.077,1.179,0.075,0.275,0.59,0.061,-0.562,0.308,-2.166,0.277,618,0.007,0.0004,0.5,2,"2001","866","9999",0,253.5551,-41.8207
"FoF_441,VDBH_202,BH_202","nan",344.243,0.065,1.6,0.054,0.246,0.547,0.043,-1.87,0.214,-3.756,0.207,219,0.251,0.0151,0.25,2,"2006","90","10037",0,253.7639,-40.9583
"FoF_442","nan",347.242,0.055,1.821,0.062,0.176,0.506,0.038,-3.3,0.25,-3.806,0.209,159,0.204,0.0122,0.25,3,"nan","nan","nan",0,255.9469,-38.4651
"FoF_443","nan",347.28,0.098,-0.227,0.089,0.27,0.275,0.036,-1.429,0.518,-2.748,0.607,477,12.3,0.738,0.5,3,"nan","nan","nan",0,258.0892,-39.6605
"FoF_444","nan",355.223,0.051,-0.215,0.06,0.217,0.402,0.059,0.216,0.289,-0.515,0.257,218,0.004,0.0002,0.5,3,"nan","nan","nan",0,263.6554,-33.0977
"FoF_445,ESO_589_26","nan",7.935,0.03,0.319,0.037,0.109,0.343,0.028,-0.223,0.32,-2.599,0.268,111,0.759,0.0455,-0.75,3,"2226","322","440",0,270.5578,-21.9339
"FoF_446,NGC_6611","nan",16.965,0.039,0.809,0.04,0.171,0.555,0.067,0.169,0.286,-1.49,0.302,215,0.004,0.0002,0.5,3,"2305","897","831",0,274.6912,-13.7896
"FoF_447,Trumpler_32","nan",17.168,0.067,1.363,0.061,0.219,0.583,0.061,-1.05,0.198,1.19,0.195,349,0.012,0.0007,0.5,2,"2296","1210","845",0,274.2882,-13.3484
"FoF_448","nan",18.366,0.11,1.78,0.074,0.285,0.483,0.032,-0.383,0.301,-2.109,0.323,245,0.1,0.006,0.25,2,"2300","nan","nan",0,274.4934,-12.0963
"FoF_449","nan",25.787,0.035,-0.155,0.036,0.114,0.372,0.045,-1.017,0.237,-1.239,0.237,123,2.57,0.1542,-0.75,1,"nan","nan","1164",0,279.7267,-6.4265
"FoF_450","nan",27.116,0.093,0.394,0.135,0.341,0.269,0.032,-1.132,0.529,-3.211,0.728,733,11.2,0.672,0.5,3,"nan","nan","nan",0,279.8487,-4.9938
"FoF_451","nan",27.241,0.058,0.558,0.048,0.191,0.309,0.03,0.914,0.275,-1.631,0.268,126,0.776,0.0466,0.25,3,"nan","nan","nan",0,279.7599,-4.8075
"FoF_452","nan",26.732,0.166,-0.221,0.082,0.394,0.27,0.034,-1.109,0.579,-3.129,0.774,1558,11.0,0.66,0.5,3,"nan","nan","nan",0,280.221,-5.6168
"FoF_453,FoF_2184,Dolidze_32","nan",28.147,0.146,0.55,0.122,0.539,0.379,0.073,-0.762,0.522,-2.514,0.796,1073,0.004,0.0002,0.0,3,"2368","299","nan",0,280.1833,-4.0059
"FoF_454,Berkeley_79","nan",31.166,0.063,0.921,0.048,0.218,0.399,0.045,-0.139,0.308,-1.602,0.369,168,0.617,0.037,0.25,2,"2380","189","nan",0,281.2343,-1.1513
"FoF_455","nan",32.612,0.344,-0.207,0.112,0.8,0.273,0.04,-1.538,0.594,-3.734,0.773,1406,11.0,0.66,0.5,3,"nan","nan","nan",0,282.8978,-0.3791
"FoF_456","nan",28.748,0.105,0.303,0.107,0.384,0.287,0.031,-1.033,0.529,-3.146,0.801,451,0.083,0.005,-0.25,3,"nan","nan","nan",0,280.6789,-3.5845
"FoF_457","nan",28.357,0.342,0.349,0.261,0.845,0.461,0.029,-0.685,0.573,-2.336,0.727,1829,0.004,0.0002,0.5,3,"nan","nan","1272",0,280.4588,-3.9111
"FoF_458","nan",28.355,0.081,0.729,0.055,0.224,0.368,0.024,0.265,0.422,-1.625,0.434,102,0.004,0.0002,0.25,3,"nan","nan","nan",0,280.1192,-3.739
"FoF_459","nan",30.103,0.123,0.485,0.044,0.346,0.295,0.017,-0.758,0.492,-2.389,0.68,86,3.98,0.2388,0.5,3,"nan","nan","nan",0,281.1368,-2.2961
"FoF_460","nan",43.956,0.454,2.562,0.464,1.434,0.254,0.03,-2.175,0.705,-4.92,0.916,3267,0.087,0.0052,-0.25,3,"nan","nan","nan",0,285.6225,10.976
"FoF_461","nan",44.781,0.217,1.831,0.171,0.672,0.27,0.039,-2.007,0.652,-4.694,0.832,1091,0.083,0.005,-0.25,3,"nan","nan","nan",0,286.6696,11.3745
"FoF_462","nan",44.269,0.481,1.202,0.188,1.121,0.268,0.037,-1.936,0.651,-4.56,0.901,1889,0.083,0.005,-0.25,3,"nan","nan","nan",0,286.9991,10.6309
"FoF_463","nan",44.508,0.324,3.079,0.126,0.872,0.216,0.009,-2.396,0.574,-5.123,0.849,260,0.12,0.0072,-1.5,3,"2422","nan","nan",0,285.4095,11.7023
"FoF_464","nan",44.879,0.311,0.757,0.176,1.013,0.294,0.048,-1.677,0.519,-4.152,0.657,806,0.083,0.005,-0.25,3,"nan","nan","nan",0,287.6874,10.967
"FoF_465","nan",41.982,0.123,3.018,0.074,0.328,0.247,0.018,-1.973,0.578,-4.799,0.534,83,0.389,0.0233,-2.0,3,"nan","nan","nan",0,284.2982,9.4279
"FoF_466","nan",44.039,0.154,0.87,0.056,0.354,0.233,0.01,-1.58,0.591,-3.892,0.683,82,1.66,0.0996,-0.25,3,"nan","nan","nan",0,287.1911,10.2739
"FoF_467","nan",45.017,0.116,0.79,0.058,0.253,0.226,0.016,-1.707,0.515,-4.012,0.556,59,6.76,0.4056,0.5,3,"nan","nan","nan",0,287.7225,11.1046
"FoF_468,FoF_2174,Czernik_38","nan",37.187,0.062,2.623,0.026,0.315,0.374,0.034,-1.834,0.228,-5.04,0.273,79,0.011,0.0007,0.0,3,"2393","269","1490",0,282.4608,4.9814
"FoF_469","nan",44.526,0.291,2.324,0.073,0.732,0.231,0.018,-1.917,0.535,-4.458,0.856,122,0.115,0.0069,-1.5,3,"nan","nan","nan",0,286.1035,11.3739
"FoF_470","nan",46.47,0.04,2.644,0.037,0.136,0.305,0.048,-1.818,0.263,-4.848,0.328,151,1.12,0.0672,-2.0,3,"2444","nan","1659",0,286.7222,13.2471
"FoF_471,FSR_0123","nan",45.909,0.053,1.077,0.062,0.181,0.218,0.011,-1.42,0.468,-4.104,0.43,65,0.407,0.0244,-2.0,3,"2445","324","1652",0,287.8835,12.0282
"FoF_472","nan",54.894,0.411,0.788,0.149,0.962,0.259,0.045,-2.49,0.538,-5.488,0.807,2454,0.087,0.0052,-0.25,3,"nan","nan","nan",0,292.5454,19.8214
"FoF_473","nan",55.158,0.261,-0.013,0.086,0.636,0.246,0.027,-2.386,0.476,-5.238,0.621,422,0.115,0.0069,-1.25,3,"nan","nan","nan",0,293.4262,19.6665
"FoF_474,Berkeley_44","nan",53.215,0.056,3.337,0.032,0.188,0.306,0.047,-0.038,0.223,-2.83,0.181,159,1.2,0.072,0.5,1,"2456","157","1849",0,289.3177,19.5446
"FoF_475","nan",54.329,0.157,0.335,0.098,0.464,0.235,0.021,-2.279,0.52,-4.954,0.666,257,0.087,0.0052,-0.25,3,"nan","nan","nan",0,292.6791,19.1083
"FoF_476","nan",55.55,0.13,-0.121,0.099,0.376,0.277,0.017,-2.331,0.435,-4.994,0.478,103,4.27,0.2562,0.0,3,"nan","nan","nan",0,293.7287,19.9569
"FoF_477","nan",55.274,0.14,0.507,0.046,0.294,0.276,0.033,-2.389,0.357,-5.106,0.645,87,8.13,0.4878,0.25,3,"nan","nan","nan",0,293.0018,20.0194
"FoF_478,Berkeley_47","nan",52.536,0.037,-0.045,0.026,0.112,0.394,0.018,-1.91,0.176,-5.386,0.267,50,0.004,0.0002,0.25,3,"2484","159","1820",0,292.1255,17.3525
"FoF_479","nan",59.118,0.033,1.66,0.045,0.126,0.224,0.018,-2.834,0.425,-5.199,0.671,56,0.148,0.0089,-2.0,3,"nan","nan","nan",0,293.9208,23.9403
"FoF_480","nan",58.8,0.067,1.293,0.041,0.17,0.253,0.03,-2.351,0.505,-5.308,0.666,99,0.159,0.0095,-1.75,3,"nan","nan","nan",0,294.1019,23.484
"FoF_481","nan",58.904,0.07,3.231,0.06,0.144,0.215,0.008,-2.641,0.367,-5.416,0.607,54,1.07,0.0642,0.25,3,"nan","nan","nan",0,292.2979,24.509
"FoF_482,NGC_6834","nan",65.698,0.06,1.172,0.062,0.197,0.276,0.042,-2.486,0.305,-5.088,0.385,497,0.004,0.0002,0.5,3,"2544","923","2215",0,298.0666,29.3995
"FoF_483","nan",67.086,0.21,0.432,0.141,0.486,0.241,0.022,-2.856,0.483,-5.168,0.649,654,0.537,0.0322,0.5,3,"nan","nan","nan",0,299.6241,30.2041
"FoF_484,SAI_132","nan",68.1,0.054,1.435,0.054,0.189,0.263,0.04,-2.467,0.378,-4.487,0.626,299,0.006,0.0004,0.5,3,"2555","1102","2277",0,299.2432,31.5923
"FoF_485","nan",70.299,0.048,1.705,0.055,0.179,0.274,0.035,-2.519,0.416,-5.163,0.403,150,0.708,0.0425,0.25,2,"2567","nan","2342",0,300.3375,33.606
"FoF_486","nan",69.7,0.055,1.429,0.06,0.2,0.248,0.029,-2.657,0.376,-4.815,0.43,181,0.115,0.0069,-1.5,3,"nan","nan","nan",0,300.24,32.9517
"FoF_487","nan",67.81,0.046,0.619,0.074,0.171,0.238,0.021,-2.743,0.46,-5.113,0.471,136,12.3,0.738,0.5,3,"nan","nan","nan",0,299.8798,30.9186
"FoF_488","nan",68.034,0.038,0.777,0.045,0.11,0.332,0.02,-2.334,0.28,-5.146,0.315,72,0.068,0.0041,0.25,3,"nan","nan","nan",0,299.8601,31.1922
"FoF_489","nan",73.154,0.082,1.099,0.134,0.307,0.249,0.029,-2.665,0.644,-4.664,0.805,348,0.977,0.0586,-2.0,3,"2608","nan","nan",0,302.8244,35.6866
"FoF_490","nan",73.24,0.084,0.964,0.088,0.279,0.268,0.029,-3.043,0.536,-5.029,0.599,317,0.501,0.0301,0.5,3,"2608","nan","2433",0,303.0215,35.6845
"FoF_491","nan",70.769,0.104,1.434,0.103,0.31,0.223,0.013,-2.613,0.369,-4.717,0.445,106,0.074,0.0044,0.5,3,"nan","nan","nan",0,300.9134,33.8607
"FoF_492","nan",72.414,0.035,0.927,0.032,0.133,0.255,0.032,-3.192,0.429,-5.005,0.388,141,0.014,0.0008,0.5,3,"2605","nan","2406",0,302.5054,34.973
"FoF_493,NGC_6871","nan",72.653,0.078,2.067,0.075,0.235,0.522,0.033,-3.152,0.235,-6.444,0.307,182,0.007,0.0004,0.25,1,"2590","926","2418",1,301.4878,35.7906
"FoF_494","nan",75.733,0.094,1.287,0.21,0.46,0.271,0.044,-2.828,0.548,-4.753,0.649,1427,0.525,0.0315,0.5,3,"2629","nan","nan",0,304.414,37.9371
"FoF_495","nan",75.454,0.176,1.288,0.086,0.441,0.481,0.035,-2.621,0.326,-5.196,0.395,314,0.008,0.0005,0.5,2,"2624","nan","nan",0,304.2152,37.7066
"Gulliver_17,FoF_496","nan",73.236,0.116,1.263,0.066,0.433,0.51,0.05,-1.661,0.731,-4.055,1.046,225,0.029,0.0017,0.25,1,"2607","466","nan",1,302.7105,35.845
"FoF_497","nan",75.14,0.031,2.82,0.029,0.087,0.273,0.032,-2.56,0.268,-4.931,0.247,75,0.331,0.0199,0.25,3,"nan","nan","nan",0,302.3734,38.2888
"FoF_498,NGC_6910","nan",78.676,0.104,1.995,0.066,0.39,0.541,0.045,-3.317,0.279,-5.301,0.37,200,0.004,0.0002,0.5,3,"2645","927","2607",0,305.8151,40.7624
"FoF_499,NGC_6913","nan",76.845,0.108,0.683,0.111,0.283,0.553,0.023,-3.326,0.25,-5.728,0.281,160,0.005,0.0003,0.5,2,"2647","928","nan",0,305.8498,38.5105
"FoF_500,Dolidze_5","nan",77.148,0.08,1.676,0.049,0.255,0.454,0.039,-2.018,0.338,-5.346,0.251,142,2.88,0.1728,-0.75,1,"2639","300","2545",0,305.0225,39.325
"FoF_501","nan",80.088,0.257,0.777,0.177,0.768,0.571,0.052,-2.63,0.368,-4.344,0.404,1134,0.004,0.0002,0.5,3,"2672","nan","2655",0,308.2163,41.1986
"FoF_502","nan",83.602,0.134,0.296,0.089,0.43,0.305,0.05,-2.681,0.644,-4.189,0.828,574,0.115,0.0069,-1.25,3,"nan","nan","nan",0,311.6375,43.6903
"FoF_503","nan",78.998,0.08,1.702,0.062,0.184,0.522,0.03,-2.989,0.391,-4.537,0.443,92,0.004,0.0002,0.5,3,"nan","nan","nan",0,306.3763,40.8573
"FoF_504","nan",83.712,0.226,2.621,0.128,0.506,0.272,0.034,-2.901,0.613,-4.323,0.771,315,11.2,0.672,0.5,3,"nan","nan","nan",0,309.1609,45.2045
"FoF_505,FSR_0275","nan",87.201,0.057,0.975,0.041,0.198,0.253,0.036,-2.98,0.348,-4.54,0.455,147,1.66,0.0996,-0.25,3,"2723","336","2826",0,314.1553,46.8964
"FoF_506","nan",84.959,0.054,2.529,0.045,0.144,0.386,0.028,-2.274,0.165,-4.468,0.244,82,0.004,0.0002,0.5,3,"nan","nan","nan",0,310.3481,46.1384
"FoF_507","nan",88.282,0.047,0.214,0.057,0.133,0.23,0.016,-3.31,0.45,-4.024,0.479,77,4.68,0.2808,0.5,3,"2737","nan","nan",0,316.0405,47.2092
"FoF_508","nan",90.143,0.127,0.893,0.104,0.403,0.266,0.04,-3.059,0.623,-3.898,0.735,512,0.871,0.0523,-2.0,3,"2744","nan","nan",0,317.1626,49.0431
"FoF_509,FSR_0306","nan",94.244,0.045,0.481,0.048,0.15,0.335,0.05,-2.099,0.311,-2.558,0.363,120,0.871,0.0523,0.5,1,"2787","341","2970",0,322.1332,51.6782
"FoF_510,Teutsch_144","nan",92.726,0.076,0.413,0.075,0.287,0.351,0.03,-1.891,0.302,-3.063,0.346,102,1.91,0.1146,-0.5,1,"2773","1155","2935",0,320.4745,50.5712
"FoF_511","nan",95.826,0.076,-0.151,0.047,0.221,0.255,0.032,-3.494,0.391,-3.595,0.446,123,0.631,0.0379,0.5,3,"nan","nan","nan",0,324.7195,52.2821
"FoF_512,FSR_0336","nan",99.088,0.076,0.942,0.062,0.224,0.372,0.035,-3.055,0.286,-2.839,0.239,197,0.004,0.0002,-0.25,3,"2831","342","3080",0,327.7306,55.2266
"FoF_513,NGC_7128","nan",97.347,0.039,0.431,0.03,0.129,0.274,0.043,-4.018,0.193,-4.084,0.209,141,0.021,0.0013,-0.5,2,"2819","944","3037",0,325.9921,53.7194
"FoF_514,NGC_7235","nan",102.731,0.156,0.813,0.107,0.574,0.272,0.043,-3.534,0.511,-2.834,0.438,440,0.004,0.0002,0.5,3,"2857","950","3153",0,333.1171,57.3125
"FoF_515","nan",105.731,0.194,0.076,0.109,0.462,0.249,0.027,-3.073,0.524,-2.168,0.428,405,0.074,0.0044,0.5,3,"2895","nan","3238",0,338.6144,58.2973
"FoF_516,Berkeley_95","nan",105.465,0.057,1.2,0.059,0.226,0.27,0.036,-3.316,0.22,-2.323,0.195,200,0.049,0.0029,0.5,2,"2883","204","3232",0,337.0687,59.1278
"FoF_517","nan",103.991,0.123,0.905,0.043,0.311,0.292,0.047,-3.588,0.583,-2.606,0.473,165,0.004,0.0002,0.5,3,"2876","nan","3195",0,334.9779,58.0918
"FoF_518","nan",106.548,0.075,0.087,0.073,0.26,0.314,0.047,-2.757,0.438,-1.999,0.371,160,0.021,0.0013,0.5,3,"nan","nan","nan",0,339.9654,58.7089
"FoF_519,Berkeley_97","nan",106.613,0.065,0.367,0.055,0.249,0.294,0.048,-2.857,0.437,-1.957,0.364,170,0.005,0.0003,0.25,3,"2899","206","3257",0,339.8132,58.9854
"FoF_520","nan",105.003,0.299,-0.169,0.085,0.615,0.254,0.026,-3.047,0.605,-2.235,0.512,483,0.708,0.0425,0.25,3,"nan","nan","nan",0,337.6644,57.7171
"FoF_521","nan",106.172,0.1,-0.194,0.056,0.251,0.228,0.015,-2.945,0.669,-1.912,0.486,109,0.004,0.0002,0.25,3,"nan","nan","nan",0,339.5977,58.2807
"FoF_522","nan",101.993,0.084,1.689,0.06,0.19,0.222,0.011,-2.68,0.365,-2.308,0.46,54,0.457,0.0274,-2.0,3,"nan","nan","nan",0,331.0544,57.5963
"FoF_523","nan",103.173,0.099,-0.152,0.056,0.242,0.291,0.018,-3.288,0.569,-2.814,0.457,87,0.513,0.0308,0.25,3,"nan","nan","nan",0,334.7821,56.7594
"FoF_524,NGC_7419","nan",109.146,0.066,1.121,0.045,0.317,0.288,0.046,-2.744,0.22,-1.616,0.224,310,0.004,0.0002,0.0,3,"2917","957","3336",0,343.6053,60.8215
"FoF_525","nan",112.275,0.161,0.014,0.079,0.357,0.329,0.02,-3.768,0.454,-1.866,0.429,93,0.537,0.0322,0.5,2,"nan","nan","nan",0,350.4249,61.0153
"FoF_526,NGC_7654","nan",112.808,0.122,0.43,0.089,0.53,0.595,0.058,-1.931,0.258,-1.134,0.244,1061,0.38,0.0228,-0.75,1,"2954","963","3450",1,351.1815,61.5855
"FoF_527","nan",115.528,0.258,0.147,0.131,0.644,0.311,0.03,-3.407,0.484,-1.361,0.397,605,0.04,0.0024,0.5,2,"nan","nan","3514",0,356.8763,62.0962
"FoF_528,King_21","nan",115.953,0.107,0.664,0.068,0.304,0.303,0.035,-3.224,0.385,-1.433,0.41,224,0.005,0.0003,0.25,3,"2985","600","3521",0,357.4984,62.7002
"FoF_529","nan",117.702,0.349,0.995,0.163,1.176,0.248,0.024,-2.56,0.742,-0.728,0.456,1154,0.537,0.0322,0.5,2,"nan","nan","nan",0,1.1198,63.3889
"FoF_530","nan",118.228,0.117,0.851,0.081,0.458,0.258,0.023,-2.527,0.687,-0.721,0.415,223,0.933,0.056,-0.25,3,"nan","nan","nan",0,2.3306,63.3375
"FoF_531","nan",116.933,0.15,0.36,0.121,0.42,0.245,0.025,-2.182,0.787,-0.908,0.448,409,0.55,0.033,0.5,3,"nan","nan","nan",0,359.7253,62.6183
"FoF_532","nan",117.329,0.105,1.601,0.092,0.349,0.254,0.034,-2.542,0.511,-0.939,0.349,182,0.004,0.0002,0.5,3,"nan","nan","nan",0,0.0362,63.9134
"FoF_533","nan",113.336,0.194,-0.033,0.072,0.634,0.254,0.029,-2.949,0.599,-1.318,0.415,246,0.004,0.0002,0.5,3,"nan","nan","nan",0,352.5376,61.3151
"FoF_534","nan",118.204,0.221,0.276,0.12,0.558,0.251,0.026,-2.402,0.709,-0.733,0.448,457,0.55,0.033,0.5,3,"13","nan","3576",0,2.4832,62.7661
"FoF_535","nan",117.635,0.119,1.129,0.058,0.331,0.217,0.012,-2.327,0.691,-0.719,0.38,73,0.513,0.0308,0.5,3,"7","nan","nan",0,0.9177,63.5084
"FoF_536","nan",116.888,0.135,0.054,0.107,0.362,0.261,0.024,-2.237,0.709,-1.026,0.486,191,0.576,0.0346,0.5,2,"nan","nan","nan",0,359.7637,62.3095
"FoF_537","nan",116.175,0.284,0.982,0.072,0.552,0.279,0.033,-2.972,0.562,-1.132,0.356,400,0.004,0.0002,0.5,3,"nan","nan","nan",0,357.809,63.0613
"FoF_538","nan",116.442,0.149,1.185,0.08,0.385,0.243,0.016,-2.758,0.618,-0.773,0.402,136,0.513,0.0308,0.5,3,"nan","nan","nan",0,358.2829,63.3197
"FoF_539","nan",117.573,0.099,0.24,0.059,0.227,0.254,0.02,-2.671,0.711,-0.837,0.403,63,0.501,0.0301,0.5,3,"nan","nan","nan",0,1.1412,62.623
"FoF_540","nan",117.795,0.125,0.615,0.047,0.253,0.237,0.018,-2.226,0.671,-0.694,0.412,77,0.708,0.0425,0.25,3,"nan","nan","nan",0,1.4732,63.0316
"FoF_541,FSR_0430","nan",112.698,0.071,3.219,0.045,0.299,0.338,0.047,-1.891,0.216,-0.693,0.174,88,0.437,0.0262,-0.5,3,"2945","350","3448",0,348.8396,64.1649
"FoF_542","nan",120.81,0.386,0.374,0.166,1.041,0.297,0.049,-2.557,0.616,-0.541,0.366,2023,0.004,0.0002,0.5,3,"46","nan","nan",0,8.1543,63.1682
"FoF_543,King_1","nan",119.745,0.106,1.702,0.084,0.422,0.527,0.052,-4.958,0.201,-1.264,0.2,523,0.004,0.0002,0.25,3,"27","587","3629",0,5.4729,64.3908
"FoF_544","nan",122.115,0.184,1.424,0.178,0.63,0.297,0.047,-2.462,0.414,-0.309,0.308,941,0.004,0.0002,0.5,3,"56","nan","nan",0,10.9771,64.2838
"FoF_545,FSR_0494","nan",120.118,0.078,1.006,0.056,0.289,0.253,0.037,-2.536,0.4,-0.618,0.32,100,1.12,0.0672,0.25,3,"34","1270","nan",0,6.4903,63.7385
"FoF_546","nan",118.752,0.198,0.154,0.165,0.549,0.258,0.029,-2.346,0.63,-0.601,0.379,656,0.004,0.0002,0.5,3,"nan","nan","nan",0,3.7065,62.7282
"FoF_547","nan",119.176,0.1,0.763,0.06,0.28,0.296,0.026,-3.029,0.468,-0.59,0.332,133,0.004,0.0002,0.5,3,"nan","nan","nan",0,4.451,63.3892
"FoF_548","nan",118.776,0.188,0.704,0.139,0.43,0.248,0.021,-2.38,0.749,-0.545,0.41,248,0.955,0.0573,0.0,3,"nan","nan","nan",0,3.5862,63.276
"FoF_549","nan",122.799,0.169,1.291,0.086,0.452,0.283,0.031,-2.283,0.441,-0.251,0.319,190,0.039,0.0023,0.5,2,"66","nan","3723",0,12.5546,64.1624
"FoF_550,FSR_0519","nan",123.069,0.081,1.747,0.074,0.231,0.35,0.026,-2.437,0.29,-0.276,0.213,112,0.006,0.0004,0.5,1,"67","1271","3734",1,13.1791,64.6184
"FoF_551,NGC_559","nan",127.196,0.075,0.739,0.051,0.285,0.326,0.056,-4.239,0.173,0.25,0.176,475,1.15,0.069,0.0,1,"99","837","3832",0,22.3822,63.295
"FoF_552","nan",128.443,0.252,1.728,0.083,0.717,0.296,0.049,-1.264,0.466,-0.019,0.375,520,0.004,0.0002,0.5,3,"110","nan","nan",0,25.5344,64.0559
"FoF_553,Berkeley_62","nan",124.029,0.13,1.069,0.079,0.472,0.34,0.043,-2.138,0.383,-0.304,0.24,299,0.025,0.0015,0.5,2,"77","173","3755",0,15.3551,63.9195
"FoF_554","nan",127.571,0.758,0.068,0.243,2.24,0.289,0.042,-1.481,0.464,-0.226,0.378,2839,0.005,0.0003,0.25,3,"nan","nan","nan",0,22.9729,62.5748
"FoF_555","nan",127.602,0.172,2.028,0.068,0.508,0.249,0.025,-0.996,0.57,0.056,0.393,134,0.468,0.0281,-2.0,3,"nan","nan","nan",0,23.7555,64.5038
"FoF_556","nan",130.386,0.593,0.095,0.221,1.666,0.301,0.041,-1.09,0.471,-0.185,0.381,1897,0.102,0.0061,0.5,2,"nan","nan","nan",0,28.9192,62.0335
"FoF_557","nan",130.943,0.11,1.208,0.094,0.391,0.276,0.029,-0.917,0.517,0.065,0.421,94,0.537,0.0322,0.5,2,"nan","nan","nan",0,30.7097,62.9639
"FoF_558,IC_1805","nan",134.761,0.155,1.03,0.142,0.483,0.443,0.042,-0.675,0.406,-0.404,0.404,394,0.004,0.0002,0.5,3,"167","557","nan",0,38.3324,61.5393
"FoF_559","nan",130.089,0.089,0.938,0.062,0.228,0.221,0.014,-0.919,0.581,0.057,0.436,59,0.123,0.0074,-1.5,3,"nan","nan","nan",0,28.7428,62.9235
