"Cluster","GLON","e_GLON","GLAT","e_GLAT","Num","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","logAge","A0","_RA.icrs","_DE.icrs"
"Gulliver_9",265.0805,0.307,-5.3561,0.349,351,1.996,0.071,-5.926,0.222,6.882,0.262,7.15,0.35,127.1244,-47.9221
"HXHWL 10, H21OC_10",339.4956,0.103,-4.4096,0.121,40,1.103,0.018,-1.406,0.1,-2.689,0.127,7.9,1.15,256.3133,-48.3982
"HXHWL 12, H21OC_12",202.4143,0.224,-5.8142,0.102,28,0.897,0.026,-0.037,0.076,-1.455,0.095,7.7,0.85,92.8315,6.6283
"HXHWL 17, H21OC_17",226.5541,0.145,0.1358,0.102,53,0.924,0.038,-2.069,0.361,-0.142,0.45,8.45,0.85,109.288,-12.0361
"HXHWL 18, H21OC_18",165.5425,0.179,-2.1082,0.132,25,0.958,0.027,-0.49,0.086,-3.105,0.094,7.5,1.15,74.3095,39.6271
"HXHWL 22, H21OC_22",224.1872,0.174,1.1673,0.215,70,0.876,0.039,-0.621,0.206,0.945,0.174,7.85,0.5,109.0934,-9.4614
"HXHWL 26, H21OC_26",240.3275,0.162,-4.8177,0.196,42,0.812,0.03,-4.246,0.094,3.913,0.084,7.5,0.2,111.4927,-26.5104
"HXHWL 32, H21OC_32",221.0933,0.126,-1.0152,0.126,37,0.882,0.03,-1.565,0.058,-3.487,0.055,8.2,0.9,105.6912,-7.7241
"HXHWL 33, H21OC_33",343.0538,0.071,2.6497,0.08,38,0.903,0.018,1.461,0.105,-2.995,0.098,7.6,1.3,251.6858,-41.2042
"HXHWL 39, H21OC_39",121.6308,0.362,5.9984,0.102,26,0.97,0.013,-1.517,0.063,-0.641,0.107,7.45,2.25,9.2737,68.8339
"HXHWL 42, H21OC_42",252.7757,0.174,-1.4155,0.081,51,0.874,0.041,-4.669,0.357,3.011,0.139,7.8,0.85,122.2444,-35.5422
"HXHWL 45, H21OC_45",111.3222,0.11,-2.4619,0.079,45,0.999,0.034,-0.37,0.11,-0.915,0.1,7.7,2.45,350.3208,58.363
"HXHWL 5, H21OC_5",228.9165,0.145,1.1235,0.072,22,1.174,0.024,-1.332,0.446,0.501,0.387,8.05,0.4,111.3215,-13.6562
"HXHWL 54, H21OC_54",221.5548,0.073,0.0517,0.091,26,0.945,0.026,-3.932,0.133,1.214,0.095,7.9,0.55,106.8613,-7.6444
"HXHWL 69, H21OC_69",234.1895,0.151,-12.2332,0.137,37,0.961,0.031,-1.523,0.05,2.462,0.093,8.65,0.35,101.1607,-24.3285
"Haffner_13",245.0215,0.345,-3.6187,0.201,227,1.783,0.056,-6.204,0.249,5.906,0.197,7.55,0.3,115.2389,-30.0423
"Harvard_10",329.8555,0.098,-3.356,0.118,75,1.451,0.031,-1.977,0.138,-10.622,0.126,7.8,0.6,244.8121,-54.9704
"Harvard_13",339.5898,0.106,-4.0749,0.103,227,0.832,0.031,-2.888,0.136,-7.198,0.133,9.0,1.75,255.9976,-48.1212
"IC_1396",99.3333,0.229,3.763,0.19,575,1.069,0.053,-2.374,0.409,-4.598,0.448,6.5,2.05,324.7692,57.5359
"IC_2391",270.4538,0.609,-6.7578,0.563,266,6.613,0.121,-24.786,1.048,23.33,0.876,7.8,0.4,130.3321,-53.0568
"IC_2395",266.5236,0.268,-3.6392,0.144,360,1.409,0.047,-4.464,0.22,3.365,0.24,6.9,0.25,130.4657,-48.0534
"IC_2602",289.6448,1.3,-4.9457,0.959,422,6.611,0.15,-17.763,1.238,10.62,1.18,7.5,0.05,160.7863,-64.4554
"IC_348",160.0393,0.828,-17.9753,0.793,648,3.261,0.174,4.86,1.382,-6.993,1.504,6.5,0.2,55.6207,32.3037
"IC_4651",340.0963,0.148,-7.8995,0.146,836,1.064,0.037,-2.429,0.206,-5.053,0.194,9.15,0.6,261.2016,-49.9226
"IC_4665",30.4775,0.356,17.0844,0.451,181,2.9,0.097,-0.87,0.256,-8.555,0.23,7.55,0.9,266.5116,5.5968
"IC_4725",13.6934,0.169,-4.4395,0.169,442,1.515,0.038,-1.687,0.216,-6.15,0.234,7.9,1.65,277.947,-19.1273
"IC_4756",36.3267,0.468,5.3155,0.392,568,2.109,0.063,1.278,0.269,-4.95,0.299,8.95,0.6,279.6599,5.435
"IC_5146",94.3825,0.059,-5.5061,0.038,102,1.293,0.064,-2.863,0.353,-2.728,0.477,6.4,2.85,328.3594,47.2574
"King_6",143.35,0.111,-0.0923,0.119,286,1.38,0.052,3.826,0.21,-1.905,0.193,7.65,2.15,51.993,56.443
"L_1641S",212.4527,1.573,-19.3755,0.536,781,2.347,0.145,0.259,0.546,-0.763,0.873,6.5,0.4,85.2807,-8.2941
"LDN_1251",114.9796,0.528,14.2892,0.324,118,2.91,0.084,7.388,0.782,0.401,0.593,6.75,0.3,341.264,75.1733
"LDN_988e",90.5241,0.138,2.2521,0.034,62,1.599,0.027,1.312,0.377,-3.575,0.325,6.1,1.15,316.0037,50.2386
"Loden_1002",309.6781,0.028,-2.9233,0.044,16,0.971,0.029,-6.334,0.059,-4.004,0.063,7.95,1.1,208.9449,-64.9489
"Loden_1194",312.4565,0.138,1.6984,0.075,44,1.35,0.039,-7.779,0.197,-4.593,0.147,7.8,0.9,212.0251,-59.7481
"Loden_46",282.5623,0.119,2.2441,0.064,29,0.894,0.023,-11.406,0.086,4.73,0.149,8.85,0.55,155.8854,-54.6704
"FoF_2139",157.3244,0.143,-1.4034,0.124,222,0.906,0.043,0.27,0.147,-4.27,0.138,7.6,2.5,67.6858,46.3043
"FoF_2198",210.8992,0.086,6.2511,0.056,95,0.823,0.033,0.666,0.102,-0.964,0.098,9.0,1.0,107.5111,4.6478
"FoF_2238",289.4565,0.061,3.4066,0.057,66,0.848,0.02,-7.443,0.077,0.71,0.105,8.9,0.5,167.7128,-56.8102
"FoF_2262",213.7316,0.145,-12.5931,0.105,115,1.178,0.093,-2.844,0.394,1.04,0.453,6.5,2.5,91.9645,-6.404
"FoF_2270",235.0831,0.268,-10.1978,0.206,175,1.124,0.061,-2.809,0.116,3.52,0.136,7.05,0.3,103.5913,-24.2677
"FoF_2287",255.5634,0.113,-4.683,0.099,61,0.947,0.028,-2.547,0.137,5.693,0.119,7.7,0.9,120.6389,-39.6419
"FoF_2290",282.0412,0.09,-4.9083,0.084,47,0.903,0.025,-7.07,0.095,4.154,0.127,7.8,0.7,147.291,-60.1634
"FoF_2293",19.2681,0.074,-2.1671,0.044,18,0.921,0.004,0.969,0.148,0.492,0.099,8.15,1.75,278.5024,-13.1399
"FoF_2295",100.812,0.21,-1.9326,0.208,212,0.915,0.033,-1.774,0.115,-2.354,0.142,8.15,1.05,333.0912,53.9629
"FoF_2302",221.2881,0.142,0.6044,0.133,103,1.146,0.044,-0.894,0.141,-1.197,0.121,7.9,0.4,107.2322,-7.1531
"FoF_2309",310.4268,0.084,-1.7486,0.069,69,1.033,0.024,-6.169,0.101,-1.683,0.108,8.65,1.25,209.9245,-63.6227
"FoF_2311",320.7101,0.075,-1.9413,0.122,127,1.175,0.056,-2.913,0.329,-2.948,0.262,6.55,1.55,229.9376,-59.5925
"FoF_2312",316.8619,0.058,-1.9333,0.085,48,0.931,0.031,-2.271,0.122,-1.878,0.094,7.7,2.1,223.1255,-61.4866
"FoF_2339",53.0866,0.195,1.757,0.131,83,0.926,0.041,-1.022,0.129,-6.157,0.14,7.6,3.2,290.7323,18.6924
"FoF_2371",201.477,1.123,-16.7731,1.289,509,2.561,0.23,-0.763,0.534,0.731,0.438,7.15,0.05,82.752,2.1571
"FoF_2382",204.9367,0.728,-14.7262,0.697,330,2.418,0.081,-0.9,1.048,-0.779,0.654,6.35,0.3,86.1465,0.2184
"FoF_2383",224.2362,1.129,-13.9503,1.101,542,2.712,0.195,-5.25,0.638,5.081,0.482,7.55,0.45,95.2103,-16.2147
"FoF_2387",260.6618,1.25,-10.3376,0.929,890,2.523,0.084,-4.759,0.424,8.906,0.519,7.05,0.3,117.4493,-46.8621
"FoF_2379",95.9247,0.701,-17.6081,0.86,412,1.991,0.08,-1.537,0.523,-5.677,0.648,7.15,0.4,339.4608,38.159
"FoF_2424",228.6449,0.448,2.6602,0.223,33,1.873,0.046,-5.783,0.216,-0.967,0.195,8.15,0.6,112.5765,-12.6857
"FoF_2428",133.4959,0.427,8.4813,0.25,136,2.279,0.049,1.464,0.189,-7.976,0.186,7.8,1.5,43.0165,68.8418
"FoF_2435",297.1742,0.323,-15.3302,0.724,172,5.247,0.13,-22.508,1.016,0.303,1.308,6.6,0.65,167.2933,-77.0444
"FoF_2439",218.4082,1.215,-2.2333,1.069,407,3.496,0.157,-7.324,0.426,-2.437,0.347,7.25,0.05,103.3665,-5.8912
"Lynga_2",313.837,0.134,-0.4429,0.087,147,1.048,0.034,-6.752,0.128,-4.655,0.108,7.85,1.05,216.0842,-61.3321
"Mamajek_2",17.0342,0.289,12.4887,0.331,29,5.118,0.076,-11.05,0.473,-20.922,0.521,7.85,1.0,264.3473,-8.0139
"Mamajek_4",344.1724,0.829,-16.8874,0.433,133,2.222,0.057,4.625,0.464,-20.897,0.779,7.9,0.55,276.567,-50.6084
"Melotte_111",222.5044,18.39,83.3681,1.658,99,11.665,0.259,-12.106,0.513,-8.951,0.745,8.75,0.35,185.5902,25.8388
"Melotte_20",147.3857,1.455,-6.4366,1.049,678,5.746,0.171,22.97,1.01,-25.431,1.078,7.8,0.55,51.6257,48.9318
"Melotte_22",166.4435,1.371,-23.5882,1.071,1349,7.365,0.206,19.995,1.25,-45.434,1.549,8.15,0.55,56.6061,24.1454
"Melotte_25",179.6266,3.011,-21.745,2.798,257,21.386,0.791,106.447,9.7,-26.814,10.525,8.75,0.55,66.9427,16.5581
"NGC_1027",135.7455,0.143,1.5411,0.135,422,0.889,0.044,-1.782,0.132,2.032,0.161,7.75,1.5,40.6571,61.6151
"NGC_1039",143.6873,0.297,-15.6331,0.275,611,2.007,0.059,0.646,0.233,-5.788,0.277,7.9,0.35,40.544,42.7317
"NGC_1333",161.8352,1.326,-16.2315,1.452,365,3.523,0.163,6.203,0.961,-9.731,0.967,7.25,0.85,58.5082,32.5158
"NGC_1342",154.9495,0.233,-15.3363,0.226,453,1.522,0.049,0.415,0.183,-1.672,0.173,8.5,1.5,52.9105,37.3827
"NGC_1444",148.1012,0.116,-1.3081,0.12,82,0.869,0.04,-0.767,0.224,-1.855,0.201,7.0,2.25,57.3442,52.6429
"NGC_1502",143.6721,0.061,7.6583,0.054,174,0.945,0.037,-0.685,0.168,-0.892,0.165,6.75,2.4,61.959,62.3324
"NGC_1528",152.0601,0.194,0.266,0.139,396,0.972,0.04,2.128,0.149,-2.298,0.133,8.4,1.2,63.8587,51.2187
"NGC_1545",153.3577,0.185,0.173,0.217,124,1.403,0.038,-2.042,0.155,-0.097,0.123,7.9,1.3,65.2237,50.246
"NGC_1579",165.3252,0.087,-9.0231,0.126,78,1.849,0.091,2.443,0.709,-5.097,0.73,6.25,3.9,67.5189,35.2847
"NGC_1582",159.3408,0.185,-3.0174,0.162,122,1.016,0.041,2.179,0.109,-1.399,0.09,7.9,1.35,67.9706,43.7306
"NGC_1647",180.3506,0.281,-16.7788,0.272,579,1.693,0.051,-1.08,0.245,-1.542,0.228,7.9,1.7,71.4819,19.1001
"NGC_1662",187.7503,0.531,-21.086,0.407,235,2.437,0.062,-1.138,0.204,-1.976,0.215,8.45,1.45,72.1662,10.9105
"NGC_1708",155.7481,0.146,6.8484,0.155,121,1.046,0.047,0.186,0.14,-1.432,0.096,7.6,1.9,75.8433,52.844
"NGC_1750",179.1499,0.243,-10.7005,0.226,325,1.383,0.052,-1.006,0.172,-2.411,0.171,7.9,1.4,75.957,23.6779
"NGC_1758",179.1635,0.117,-10.458,0.083,200,1.124,0.045,3.128,0.13,-3.497,0.123,8.85,1.25,76.1797,23.8099
"NGC_1901",278.7704,0.777,-33.6106,0.475,142,2.391,0.053,1.718,0.313,12.716,0.246,8.95,0.25,79.6505,-68.2291
"NGC_1912",172.2799,0.194,0.6989,0.165,934,0.881,0.046,1.542,0.16,-4.425,0.15,8.35,1.05,82.1913,35.8251
"NGC_1960",174.5441,0.089,1.0759,0.083,360,0.845,0.044,-0.219,0.166,-3.406,0.16,7.3,1.0,84.0852,34.134
"NGC_1977",208.9137,0.444,-19.3071,0.237,1075,2.495,0.089,1.417,0.589,-0.189,0.871,6.55,0.05,83.8459,-5.2732
"NGC_1980",209.377,0.721,-19.5763,0.363,1911,2.61,0.094,1.005,0.485,0.462,0.582,6.75,0.05,83.8028,-5.7846
"NGC_1981",206.8983,2.689,-22.0709,2.456,1236,3.019,0.167,0.703,0.625,-0.834,0.874,7.05,0.25,80.5135,-4.8556
"NGC_2112",205.8822,0.134,-12.6087,0.139,694,0.911,0.049,-2.707,0.155,4.282,0.147,9.15,2.45,88.4473,0.4044
"NGC_2168",186.6115,0.23,2.2262,0.214,1343,1.153,0.045,2.26,0.231,-2.886,0.218,7.9,0.95,92.2695,24.3322
"NGC_2169",195.6239,0.061,-2.9109,0.061,67,1.038,0.036,-1.127,0.188,-1.613,0.131,6.8,0.8,92.1295,13.9622
"NGC_2183",214.1223,0.337,-11.6601,0.384,164,1.181,0.048,-3.723,0.331,0.406,0.306,6.55,1.85,92.9763,-6.3306
"NGC_2184",209.6299,0.16,-10.855,0.162,78,1.735,0.038,-0.664,0.163,-0.236,0.178,8.95,0.65,91.701,-2.036
"NGC_2215",215.9762,0.102,-10.109,0.082,118,1.036,0.033,0.427,0.093,-3.677,0.087,8.7,0.9,95.1908,-7.2712
"NGC_2232",213.4561,2.651,-7.336,0.648,475,3.115,0.115,-4.575,0.387,-1.99,0.694,7.25,0.05,96.5589,-3.8014
"NGC_225",121.9679,0.251,-1.0617,0.168,94,1.453,0.038,-5.343,0.104,-0.195,0.129,7.9,1.1,10.8198,61.7948
"NGC_2264",203.0671,0.253,2.086,0.165,832,1.388,0.073,-1.827,0.533,-3.669,0.281,6.7,0.55,100.2034,9.7281
"NGC_2281",174.9348,0.28,16.8842,0.232,381,1.929,0.06,-2.979,0.205,-8.277,0.212,8.45,0.65,102.0901,41.0497
"NGC_2287",230.9911,0.263,-10.4304,0.212,600,1.359,0.038,-4.365,0.174,-1.358,0.166,8.05,0.25,101.5052,-20.7253
"NGC_2301",212.5502,0.159,0.2953,0.157,627,1.151,0.045,-1.361,0.185,-2.181,0.178,7.9,0.4,102.9482,0.4744
"NGC_2302",219.3033,0.083,-3.1204,0.072,106,0.827,0.053,-1.507,0.095,-0.237,0.088,7.8,0.85,102.9796,-7.0906
"NGC_2323",221.6584,0.203,-1.3197,0.191,1060,1.004,0.049,-0.771,0.307,-0.604,0.223,7.85,0.95,105.6789,-8.3658
"NGC_2343",224.2565,0.096,-1.1781,0.09,234,0.907,0.05,0.248,0.116,-0.165,0.11,7.9,0.85,107.0149,-10.6088
"NGC_2353",224.6809,0.095,0.4007,0.077,269,0.841,0.054,-1.102,0.122,0.783,0.124,7.8,0.6,108.6378,-10.255
"NGC_2358",231.0663,0.134,-2.2412,0.129,112,1.073,0.04,-1.348,0.1,0.575,0.082,8.6,0.5,109.289,-17.1351
"NGC_2360",229.8036,0.115,-1.4177,0.123,706,0.918,0.041,0.389,0.148,5.634,0.144,8.95,0.55,109.4353,-15.6347
"NGC_2422",230.955,0.267,3.1145,0.274,650,2.098,0.054,-7.036,0.312,1.031,0.275,7.9,0.4,114.1301,-14.4882
"NGC_2423",230.4988,0.171,3.5683,0.149,361,1.06,0.034,-0.737,0.129,-3.581,0.131,8.95,0.55,114.3109,-13.8697
"NGC_2447",240.0436,0.144,0.1506,0.128,708,0.992,0.035,-3.561,0.139,5.087,0.152,8.85,0.05,116.1429,-23.853
"NGC_2448",240.8746,0.211,-0.4172,0.145,154,0.899,0.046,-3.387,0.098,2.952,0.085,7.9,0.3,116.0585,-24.8565
"NGC_2451A",252.4521,0.98,-7.2648,0.815,362,5.202,0.118,-20.956,0.91,15.393,0.773,7.8,0.45,115.7621,-38.2766
"NGC_2451B",253.8414,2.655,-7.3659,1.031,1027,2.739,0.194,-9.551,0.995,4.822,0.49,7.5,0.55,116.5113,-39.5293
"NGC_2516",273.8529,0.652,-15.8808,0.575,2107,2.43,0.06,-4.636,0.596,11.21,0.503,7.9,0.55,119.5052,-60.7966
"NGC_2527",246.0976,0.187,1.8709,0.194,220,1.571,0.034,-5.554,0.14,7.343,0.14,8.95,0.2,121.2631,-28.1468
"NGC_2546",254.9206,0.307,-1.9754,0.183,365,1.07,0.035,-3.717,0.121,3.954,0.147,8.05,0.6,123.119,-37.6439
"NGC_2548",227.8464,0.275,15.3748,0.24,426,1.301,0.042,-1.282,0.145,1.042,0.156,8.65,0.15,123.4007,-5.7374
"NGC_2632",205.9391,1.065,32.3707,0.942,897,5.41,0.128,-35.902,1.319,-12.879,1.095,8.85,0.4,129.993,19.6118
"NGC_2669",270.8277,0.073,-6.0818,0.073,219,0.866,0.034,-4.104,0.115,4.689,0.11,7.85,0.9,131.5979,-52.9358
"NGC_2682",215.6857,0.224,31.9221,0.168,1120,1.153,0.045,-10.972,0.194,-2.922,0.191,9.65,0.1,132.8452,11.8188
"NGC_2925",275.9628,0.103,-1.2488,0.115,124,1.322,0.038,-8.502,0.177,5.394,0.134,7.9,0.4,143.3347,-53.4129
"NGC_3114",283.254,0.241,-3.8104,0.206,1160,0.981,0.031,-7.374,0.198,3.808,0.207,8.05,0.5,150.5607,-60.0502
"NGC_3228",280.7412,0.281,4.4945,0.245,107,2.079,0.052,-14.848,0.218,-0.609,0.227,7.5,0.4,155.3567,-51.7949
"NGC_3532",289.5552,0.428,1.3809,0.365,2236,2.089,0.045,-10.404,0.423,5.232,0.452,8.45,0.35,166.4109,-58.7158
"NGC_3680",286.7571,0.116,16.9288,0.069,83,0.946,0.024,-7.253,0.109,1.223,0.108,9.25,0.25,171.4045,-43.2313
"NGC_381",124.9439,0.068,-1.2194,0.079,199,0.855,0.035,1.599,0.112,-2.33,0.134,8.4,1.5,17.0898,61.5862
"NGC_457",126.6342,0.189,-4.3192,0.049,18,1.244,0.025,-1.699,0.072,-0.444,0.094,7.55,1.25,19.9079,58.3497
"NGC_5460",315.7557,0.209,12.7132,0.193,163,1.373,0.045,-6.644,0.182,-3.39,0.16,7.9,0.5,211.8378,-48.2593
"NGC_5593",316.3418,0.108,5.619,0.071,82,0.956,0.035,-5.81,0.103,-2.06,0.116,7.9,1.05,216.4484,-54.7773
"NGC_5662",316.8541,0.207,3.3685,0.193,214,1.294,0.032,-6.471,0.136,-7.212,0.171,7.9,1.15,218.7836,-56.674
"NGC_5749",319.5288,0.067,4.5404,0.065,68,0.9,0.034,-2.758,0.1,-3.045,0.122,7.95,1.2,222.2238,-54.502
"NGC_5822",321.5503,0.203,3.617,0.216,593,1.201,0.035,-7.478,0.194,-5.48,0.192,8.95,0.55,226.033,-54.3866
"NGC_6025",324.5293,0.136,-5.873,0.128,198,1.291,0.029,-2.962,0.167,-3.046,0.169,7.9,0.7,240.7736,-60.4377
"NGC_6087",327.7566,0.089,-5.3978,0.079,130,1.029,0.037,-1.635,0.145,-2.398,0.136,7.8,0.85,244.7125,-57.8936
"NGC_6124",340.7232,0.21,6.0259,0.186,943,1.599,0.043,-0.22,0.323,-2.099,0.346,7.9,2.75,246.3081,-40.6591
"NGC_6134",334.9111,0.09,-0.2135,0.091,689,0.878,0.047,2.141,0.182,-4.444,0.175,8.95,1.4,246.9529,-49.1669
"NGC_6178",338.4025,0.045,1.2222,0.039,52,1.111,0.033,0.412,0.108,-3.374,0.137,6.9,0.85,248.9315,-45.6373
"NGC_6193",336.6572,0.139,-1.5681,0.094,454,0.841,0.05,1.217,0.353,-4.079,0.325,6.3,2.05,250.2734,-48.7998
"NGC_6204",338.5544,0.056,-1.0446,0.053,311,0.831,0.054,-0.736,0.184,-0.619,0.15,7.6,1.7,251.538,-47.024
"NGC_6208",333.7435,0.093,-5.7496,0.086,299,0.849,0.031,-1.006,0.14,-1.528,0.13,9.25,0.8,252.335,-53.727
"NGC_6249",341.5499,0.041,-1.2009,0.04,65,0.836,0.036,1.624,0.133,-3.406,0.1,7.15,1.55,254.4487,-44.8112
"NGC_6250",340.6722,0.081,-1.9239,0.037,98,1.007,0.038,0.374,0.16,-2.402,0.144,7.2,1.45,254.4782,-45.9479
"NGC_6281",347.7665,0.175,1.9902,0.159,470,1.884,0.045,-1.902,0.288,-4.051,0.25,8.45,0.75,256.1805,-37.9457
"NGC_6383",355.6718,0.026,0.0538,0.033,137,0.883,0.05,2.541,0.194,-1.747,0.207,6.55,1.4,263.6759,-32.5749
"NGC_6405",356.5774,0.169,-0.7643,0.187,520,2.177,0.053,-1.354,0.346,-5.858,0.293,7.6,0.65,265.0691,-32.2492
"NGC_6416",356.9038,0.067,-1.4959,0.092,85,0.917,0.031,-1.96,0.119,-2.351,0.114,7.75,1.2,266.0082,-32.3575
"NGC_6425",357.9552,0.049,-1.5662,0.058,73,0.984,0.023,3.797,0.147,-1.686,0.104,8.65,1.15,266.7238,-31.4969
"NGC_6475",355.8541,0.493,-4.4891,0.448,908,3.584,0.077,3.033,0.592,-5.37,0.551,8.15,0.5,268.4464,-34.7932
"NGC_6494",9.8854,0.214,2.866,0.185,727,1.369,0.043,0.305,0.23,-1.844,0.228,8.45,1.45,269.2332,-18.9762
"NGC_6531",7.6507,0.087,-0.3508,0.058,272,0.807,0.046,0.535,0.18,-1.476,0.216,6.75,1.1,271.0363,-22.5112
"NGC_6568",9.4011,0.103,-1.6738,0.087,201,0.927,0.032,0.581,0.169,-1.422,0.146,8.75,1.2,273.2007,-21.6224
"NGC_6633",36.1154,0.395,8.3418,0.348,359,2.539,0.064,1.224,0.368,-1.808,0.372,8.65,0.85,276.8462,6.6068
"NGC_6709",42.1342,0.112,4.7123,0.11,283,0.925,0.039,1.45,0.14,-3.528,0.141,8.15,1.15,282.8339,10.3294
"NGC_6793",56.1726,0.17,3.3205,0.13,190,1.678,0.038,3.795,0.183,3.552,0.158,7.85,1.4,290.8079,22.1483
"NGC_6800",59.1853,0.165,3.979,0.111,92,0.953,0.024,0.445,0.108,-0.855,0.073,8.45,1.4,291.7191,25.1109
"NGC_6811",79.2001,0.148,11.9965,0.12,294,0.88,0.029,-3.352,0.115,-8.81,0.116,8.95,0.4,294.3378,46.371
"NGC_6858",52.5164,0.338,-9.9133,0.323,23,2.151,0.068,-1.66,0.641,-11.882,0.532,8.15,0.25,300.9838,12.437
"NGC_6882",65.5862,0.187,-3.8361,0.12,15,2.089,0.033,1.749,0.105,-9.307,0.158,7.85,0.4,302.8155,26.6556
"NGC_6940",69.8798,0.174,-7.1549,0.143,516,0.958,0.032,-1.949,0.147,-9.437,0.147,8.95,0.8,308.6285,28.2944
"NGC_6991",87.3614,0.23,1.5569,0.204,147,1.771,0.032,5.622,0.191,8.402,0.174,8.95,0.65,313.6553,47.395
"NGC_6997",85.4682,0.133,-0.5029,0.124,394,1.131,0.03,-4.293,0.167,-6.925,0.171,8.65,2.2,314.1537,44.6189
"NGC_7023",105.0322,1.374,14.0614,0.378,98,2.905,0.077,7.815,0.562,-1.086,0.553,6.75,0.45,317.3295,68.7992
"NGC_7024",84.2948,0.074,-3.8606,0.051,49,0.838,0.024,0.018,0.062,-4.51,0.092,7.65,2.25,316.5481,41.5218
"NGC_7039",87.8548,0.093,-1.7095,0.133,145,1.311,0.062,-0.254,0.199,-2.595,0.28,6.9,0.1,317.6808,45.5957
"NGC_7058",92.8153,0.4,0.6009,0.283,222,2.742,0.065,7.442,0.328,2.763,0.322,7.7,0.55,320.3652,50.7674
"NGC_7063",83.0755,0.103,-9.8983,0.107,93,1.493,0.026,1.506,0.121,-2.524,0.136,7.85,0.4,321.1161,36.4876
"NGC_7092",92.2615,0.993,-2.2564,0.533,210,3.367,0.077,-7.466,0.4,-19.786,0.473,8.1,0.4,322.8095,48.3266
"NGC_7129",105.4176,0.052,9.889,0.051,45,1.133,0.054,-1.727,0.222,-3.413,0.297,6.75,2.75,325.7635,66.125
"NGC_7160",103.984,0.127,6.3832,0.127,125,1.085,0.038,-3.476,0.147,-1.4,0.166,6.9,1.3,328.4708,62.5284
"NGC_7209",95.4889,0.151,-7.3042,0.134,208,0.816,0.029,2.298,0.09,0.258,0.098,8.4,0.85,331.241,46.5067
"NGC_7243",98.8138,0.203,-5.5826,0.145,295,1.127,0.034,0.438,0.12,-2.896,0.123,7.9,0.9,333.7798,49.8257
"NGC_743",131.2324,0.158,-1.6618,0.117,162,0.917,0.049,-0.075,0.162,-1.727,0.139,7.6,1.9,29.6971,60.1201
"NGC_752",136.9561,0.5,-23.3115,0.291,285,2.27,0.053,9.774,0.295,-11.845,0.278,9.15,0.25,29.2121,37.7725
"NGC_7762",117.2037,0.116,5.8515,0.111,509,1.034,0.029,1.478,0.152,3.98,0.18,9.15,2.6,357.4651,68.0358
"NGC_886",132.8946,0.224,2.706,0.166,171,0.966,0.032,3.111,0.105,-4.054,0.114,8.65,1.95,35.8865,63.7817
"PHOC_31",290.9307,0.075,1.1777,0.086,58,0.933,0.026,-6.847,0.099,2.365,0.123,7.9,0.45,168.7353,-59.4268
"PHOC_39",27.1915,0.367,2.5963,0.181,84,2.616,0.038,2.055,0.202,-8.982,0.239,7.25,3.0,277.9215,-3.9147
"PHOC_40",47.6006,0.381,2.2564,0.225,18,3.018,0.038,-1.537,0.357,-9.44,0.163,8.9,0.35,287.6104,14.0725
"PHOC_41",63.2382,0.393,14.7644,0.379,75,3.474,0.077,1.858,0.207,-3.864,0.273,7.6,0.55,282.5639,33.4002
"PHOC_5",221.3243,0.236,-0.9112,0.213,65,0.811,0.027,-0.656,0.176,-0.996,0.197,7.6,1.0,105.8912,-7.8818
"Pismis_4",262.9705,0.316,-2.2858,0.249,139,1.452,0.034,-8.197,0.169,5.396,0.155,7.9,0.3,128.9113,-44.4109
"Pismis_5",259.8807,0.293,0.5896,0.37,634,1.082,0.066,-5.555,0.375,3.762,0.673,6.55,1.35,129.4943,-40.2127
"Pismis_Moreno_1",106.6583,0.119,5.2499,0.121,136,1.079,0.037,-2.341,0.682,-2.333,0.365,6.75,2.0,334.6466,63.1851
"Platais_10",309.3643,0.325,2.9808,0.391,37,4.175,0.099,-30.316,0.615,-10.335,0.467,8.05,0.5,205.502,-59.2579
"Platais_12",309.3236,0.781,-1.5529,0.367,147,2.236,0.048,-8.435,0.4,-5.365,0.436,7.9,0.55,207.406,-63.7002
"Platais_3",139.0451,0.915,15.8372,0.675,81,5.598,0.107,3.787,1.129,-20.702,0.731,8.2,0.3,69.0864,71.2642
"Platais_8",277.0005,2.334,-7.3918,1.507,211,7.358,0.192,-15.744,1.641,14.079,1.579,7.5,0.05,136.8285,-58.4731
"Platais_9",267.19,1.388,3.3212,0.885,138,5.369,0.186,-24.156,1.252,13.126,0.582,7.8,0.35,138.689,-44.0061
"Pozzo_1",262.2347,1.068,-7.2414,0.942,1081,2.847,0.144,-6.549,0.437,9.497,0.587,7.05,0.2,122.4936,-46.6233
"Roslund_5",71.4539,0.207,0.112,0.211,119,1.847,0.025,2.064,0.146,-1.194,0.147,7.85,0.5,302.6973,33.7237
"Roslund_6",79.3911,2.062,1.082,1.158,1000,2.81,0.155,5.43,1.243,1.335,1.281,7.9,0.35,307.345,40.8161
"RSG_1",167.7914,0.514,-2.6767,0.364,114,3.035,0.059,0.703,0.285,-12.423,0.263,8.05,0.9,75.5109,37.5082
"RSG_5",83.105,2.664,6.2111,0.93,841,2.928,0.162,3.533,0.853,1.893,0.726,7.6,0.5,304.4401,46.7873
"RSG_7",107.9729,1.673,0.3092,0.727,356,2.303,0.166,5.129,0.809,-1.681,1.021,7.55,1.0,342.2167,59.573
