"fname","Type","Name","RA_ICRS","DE_ICRS","AllNames"
"hsc2241","o","HSC_2241",142.50794153,-54.32380433,"HSC_2241"
"hsc2243","r","HSC_2243",81.48666007,-66.2885786,"HSC_2243"
"hsc2244","m","HSC_2244",141.76405988,-54.97703399,"HSC_2244"
"hsc2246","o","HSC_2246",135.32270802,-58.64604057,"HSC_2246"
"hsc2247","m","HSC_2247",104.41226382,-66.26147027,"HSC_2247"
"hsc2248","o","HSC_2248",144.94122394,-53.70640874,"HSC_2248"
"hsc2249","o","HSC_2249",147.24523976,-52.13794754,"HSC_2249"
"hsc2250","d","HSC_2250",98.48894779,-66.84033802,"HSC_2250"
"hsc2251","m","HSC_2251",154.88076812,-45.52332856,"HSC_2251"
"hsc2253","m","HSC_2253",157.94145121,-42.37906016,"HSC_2253"
"hsc2256","m","HSC_2256",92.26673832,-67.54715639,"HSC_2256"
"hsc2257","o","HSC_2257",145.47513852,-54.35545026,"HSC_2257"
"hsc2260","m","HSC_2260",144.29639316,-56.00225772,"HSC_2260"
"hsc2261","o","HSC_2261",141.80106945,-57.72000186,"HSC_2261"
"hsc2263","m","HSC_2263",153.86676088,-49.40015269,"HSC_2263"
"hsc2265","d","HSC_2265",110.74210327,-67.42698211,"HSC_2265"
"hsc2266","m","HSC_2266",146.96278075,-55.51850533,"HSC_2266"
"hsc2267","m","HSC_2267",78.43924252,-68.29271738,"HSC_2267"
"hsc2268","o","HSC_2268",150.53034138,-53.01434294,"HSC_2268"
"hsc2270","m","HSC_2270",142.62012095,-58.51606901,"HSC_2270"
"hsc2271","m","HSC_2271",141.84785683,-58.95285478,"HSC_2271"
"hsc2272","m","HSC_2272",145.38676629,-56.94694938,"HSC_2272"
"hsc2273","o","HSC_2273",144.88531031,-57.28064095,"HSC_2273"
"hsc2274","o","HSC_2274",146.72993296,-56.1410404,"HSC_2274"
"hsc2275","o","HSC_2275",146.94154354,-56.45797984,"HSC_2275"
"hsc2278","m","HSC_2278",172.15302735,-24.58945524,"HSC_2278"
"hsc2280","m","HSC_2280",148.77975756,-56.26136062,"HSC_2280"
"hsc2281","o","HSC_2281",149.2739539,-56.04558745,"HSC_2281"
"hsc2282","m","HSC_2282",145.02995483,-58.85733082,"HSC_2282"
"hsc2283","m","HSC_2283",62.24509741,-67.28660654,"HSC_2283"
"hsc2284","o","HSC_2284",147.88689166,-57.31213209,"HSC_2284"
"hsc2286","o","HSC_2286",151.02977791,-55.09561223,"HSC_2286"
"hsc2287","o","HSC_2287",154.78485824,-52.02970569,"HSC_2287"
"hsc2288","o","HSC_2288",147.07124522,-58.19292011,"HSC_2288"
"hsc2289","o","HSC_2289",153.22122092,-53.78572045,"HSC_2289"
"hsc2290","o","HSC_2290",147.54864506,-58.07867525,"HSC_2290"
"hsc2291","d","HSC_2291",82.05662602,-70.18149788,"HSC_2291"
"hsc2294","o","HSC_2294",147.17036724,-58.6680575,"HSC_2294"
"hsc2296","o","HSC_2296",152.55308647,-54.95724752,"HSC_2296"
"hsc2297","m","HSC_2297",132.29597611,-65.5607011,"HSC_2297"
"hsc2298","m","HSC_2298",145.728598,-60.39247443,"HSC_2298"
"hsc2302","o","HSC_2302",150.39856226,-57.79406859,"HSC_2302"
"hsc2303","m","HSC_2303",169.13835125,-35.5980225,"HSC_2303"
"hsc2304","o","HSC_2304",147.31488857,-60.18446359,"HSC_2304"
"hsc2305","o","HSC_2305",153.08212447,-56.48274826,"HSC_2305"
"hsc2306","o","HSC_2306",153.74767817,-56.16857104,"HSC_2306"
"hsc2307","m","HSC_2307",158.6113251,-51.705797,"HSC_2307"
"hsc2308","m","HSC_2308",161.06692208,-48.96797045,"HSC_2308"
"hsc2309","o","HSC_2309",153.88810142,-56.26038827,"HSC_2309"
"hsc2310","m","HSC_2310",185.03829938,5.55095199,"HSC_2310"
"hsc2311","m","HSC_2311",148.86699569,-59.9543455,"HSC_2311"
"hsc2312","o","HSC_2312",155.96221792,-54.63656098,"HSC_2312"
"hsc2314","m","HSC_2314",75.15971265,-71.16420471,"HSC_2314"
"hsc2315","o","HSC_2315",151.25869169,-58.57577907,"HSC_2315"
"hsc2316","r","HSC_2316",177.23103496,-18.14180225,"HSC_2316"
"hsc2319","m","HSC_2319",145.44981886,-62.7052606,"HSC_2319"
"hsc2320","o","HSC_2320",151.32830441,-59.18454607,"HSC_2320"
"hsc2321","o","HSC_2321",152.20183628,-58.89428343,"HSC_2321"
"hsc2322","o","HSC_2322",153.19554526,-58.16755484,"HSC_2322"
"hsc2324","o","HSC_2324",154.5213949,-57.29509865,"HSC_2324"
"hsc2325","o","HSC_2325",154.58770847,-57.32709779,"HSC_2325"
"hsc2326","o","HSC_2326",176.78567554,-21.60915029,"HSC_2326"
"hsc2327","m","HSC_2327",148.23355017,-62.20127401,"HSC_2327"
"hsc2329","o","HSC_2329",154.96365115,-57.91154158,"HSC_2329"
"hsc2330","o","HSC_2330",153.97244126,-59.03466412,"HSC_2330"
"hsc2331","o","HSC_2331",156.54338855,-57.17504882,"HSC_2331"
"hsc2332","o","HSC_2332",155.59037667,-58.11910764,"HSC_2332"
"hsc2333","m","HSC_2333",147.76543012,-63.4171802,"HSC_2333"
"hsc2334","o","HSC_2334",155.10026607,-58.63562239,"HSC_2334"
"hsc2335","m","HSC_2335",146.30399621,-64.29222746,"HSC_2335"
"hsc2336","m","HSC_2336",120.93353679,-71.70507143,"HSC_2336"
"hsc2337","o","HSC_2337",160.63800366,-53.5165777,"HSC_2337"
"hsc2338","o","HSC_2338",157.00993503,-57.17357981,"HSC_2338"
"hsc2339","o","HSC_2339",156.45615704,-58.58677637,"HSC_2339"
"hsc2340","o","HSC_2340",159.59339967,-56.15157939,"HSC_2340"
"hsc2341","m","HSC_2341",158.32885152,-57.62858038,"HSC_2341"
"hsc2342","o","HSC_2342",158.22113552,-58.04850494,"HSC_2342"
"hsc2343","o","HSC_2343",156.81547468,-59.27063331,"HSC_2343"
"hsc2344","o","HSC_2344",158.55715305,-58.30407219,"HSC_2344"
"hsc2346","d","HSC_2346",28.64011709,-55.9610266,"HSC_2346"
"hsc2348","o","HSC_2348",157.8745462,-59.52437733,"HSC_2348"
"hsc2350","o","HSC_2350",161.95609033,-55.87792452,"HSC_2350"
"hsc2351","m","HSC_2351",150.87169935,-64.72277498,"HSC_2351"
"hsc2352","o","HSC_2352",161.53337394,-56.52633612,"HSC_2352"
"hsc2353","o","HSC_2353",157.76163919,-60.25904673,"HSC_2353"
"hsc2354","o","HSC_2354",158.75914598,-59.63121414,"HSC_2354"
"hsc2355","m","HSC_2355",151.57981196,-64.84008927,"HSC_2355"
"hsc2356","m","HSC_2356",159.58736973,-58.97832553,"HSC_2356"
"hsc2358","o","HSC_2358",160.4092939,-58.46861518,"HSC_2358"
"hsc2359","o","HSC_2359",160.6037772,-58.7234813,"HSC_2359"
"hsc2360","m","HSC_2360",160.85240398,-58.57247458,"HSC_2360"
"hsc2361","o","HSC_2361",159.91337448,-59.48153865,"HSC_2361"
"hsc2362","o","HSC_2362",160.7490919,-58.76814133,"HSC_2362"
"hsc2364","o","HSC_2364",158.05504045,-61.33707052,"HSC_2364"
"hsc2365","o","HSC_2365",153.73471315,-64.61671013,"HSC_2365"
"hsc2367","m","HSC_2367",150.49092737,-66.62477413,"HSC_2367"
"hsc2368","o","HSC_2368",162.15422961,-58.03442881,"HSC_2368"
"hsc2369","o","HSC_2369",161.16753957,-59.03242933,"HSC_2369"
"hsc2370","o","HSC_2370",160.53639965,-59.91103522,"HSC_2370"
"hsc2372","m","HSC_2372",157.36707208,-62.8825215,"HSC_2372"
"hsc2374","o","HSC_2374",162.73857131,-58.88078913,"HSC_2374"
"hsc2375","o","HSC_2375",161.51534782,-60.13443525,"HSC_2375"
"hsc2376","m","HSC_2376",156.91826677,-63.96214074,"HSC_2376"
"hsc2377","o","HSC_2377",162.98683905,-58.69907096,"HSC_2377"
"hsc2378","o","HSC_2378",164.33138636,-57.83224128,"HSC_2378"
"hsc2379","d","HSC_2379",58.34255878,-73.79147514,"HSC_2379"
"hsc2380","m","HSC_2380",130.96355572,-74.37534071,"HSC_2380"
"hsc2381","o","HSC_2381",163.01922544,-60.47206714,"HSC_2381"
"hsc2382","o","HSC_2382",163.49287442,-60.10800476,"HSC_2382"
"hsc2384","o","HSC_2384",159.04868172,-64.21205425,"HSC_2384"
"hsc2386","o","HSC_2386",164.25921722,-59.69206627,"HSC_2386"
"hsc2387","m","HSC_2387",153.56514252,-67.95831452,"HSC_2387"
"hsc2388","m","HSC_2388",158.84243554,-64.64117874,"HSC_2388"
"hsc2389","o","HSC_2389",164.37906738,-59.72710059,"HSC_2389"
"hsc2392","o","HSC_2392",163.23261253,-61.29101786,"HSC_2392"
"hsc2393","o","HSC_2393",165.08560379,-59.99369763,"HSC_2393"
"hsc2394","m","HSC_2394",172.31591668,-49.97096909,"HSC_2394"
"hsc2395","o","HSC_2395",165.53671363,-59.99758664,"HSC_2395"
"hsc2396","o","HSC_2396",163.57777813,-62.13221438,"HSC_2396"
"hsc2397","o","HSC_2397",164.80697578,-61.01874758,"HSC_2397"
"hsc2398","m","HSC_2398",156.48548766,-67.8393619,"HSC_2398"
"hsc2399","m","HSC_2399",142.23192969,-73.77866827,"HSC_2399"
"hsc2400","d","HSC_2400",57.8892191,-75.88428926,"HSC_2400"
"hsc2401","o","HSC_2401",167.15232919,-60.38751313,"HSC_2401"
"hsc2402","m","HSC_2402",166.03684753,-61.65391329,"HSC_2402"
"hsc2403","o","HSC_2403",168.64626392,-58.8357895,"HSC_2403"
"hsc2404","o","HSC_2404",168.13496613,-59.69693781,"HSC_2404"
"hsc2405","o","HSC_2405",167.23736086,-61.22897012,"HSC_2405"
"hsc2406","o","HSC_2406",168.09904244,-60.49320639,"HSC_2406"
"hsc2407","m","HSC_2407",104.59331189,-79.4247295,"HSC_2407"
"hsc2408","m","HSC_2408",169.50820787,-59.08580463,"HSC_2408"
"hsc2409","o","HSC_2409",163.54144827,-65.6712105,"HSC_2409"
"hsc2411","o","HSC_2411",169.02481649,-60.14083002,"HSC_2411"
"hsc2412","o","HSC_2412",170.52429461,-58.38648519,"HSC_2412"
"hsc2416","o","HSC_2416",167.70094708,-62.73659651,"HSC_2416"
"hsc2417","m","HSC_2417",166.54004674,-64.22780797,"HSC_2417"
"hsc2418","m","HSC_2418",170.18057566,-60.04116752,"HSC_2418"
"hsc2419","m","HSC_2419",169.59257059,-60.84706516,"HSC_2419"
"hsc2423","o","HSC_2423",169.32679792,-62.08862217,"HSC_2423"
"hsc2424","o","HSC_2424",169.70376014,-61.62153935,"HSC_2424"
"hsc2425","m","HSC_2425",171.04505858,-60.40386503,"HSC_2425"
"hsc2427","o","HSC_2427",171.37465499,-60.17928675,"HSC_2427"
"hsc2428","o","HSC_2428",170.6172901,-61.58089572,"HSC_2428"
"hsc2429","o","HSC_2429",170.76362293,-61.49921029,"HSC_2429"
"hsc2430","o","HSC_2430",168.17688218,-65.1982527,"HSC_2430"
"hsc2431","o","HSC_2431",174.18581776,-57.61291302,"HSC_2431"
"hsc2432","m","HSC_2432",169.07309338,-64.83969043,"HSC_2432"
"hsc2433","o","HSC_2433",173.89738535,-58.34898518,"HSC_2433"
"hsc2434","m","HSC_2434",176.76918881,-53.08911641,"HSC_2434"
"hsc2435","o","HSC_2435",172.16471496,-62.37814188,"HSC_2435"
"hsc2437","m","HSC_2437",89.56562836,-81.6003461,"HSC_2437"
"hsc2438","o","HSC_2438",175.25464513,-58.20581754,"HSC_2438"
"hsc2439","d","HSC_2439",37.22383053,-73.34786446,"HSC_2439"
"hsc2440","r","HSC_2440",37.92839632,-73.72612458,"HSC_2440"
"hsc2442","m","HSC_2442",165.23897361,-70.57977917,"HSC_2442"
"hsc2443","o","HSC_2443",175.77615612,-58.01664233,"HSC_2443"
"hsc2444","r","HSC_2444",36.80021159,-73.76038131,"HSC_2444"
"hsc2445","m","HSC_2445",157.68340064,-75.23939619,"HSC_2445"
"hsc2446","o","HSC_2446",172.82769067,-63.78455162,"HSC_2446"
"hsc2447","m","HSC_2447",173.21422218,-63.42899002,"HSC_2447"
"hsc2448","r","HSC_2448",35.18646537,-73.08558996,"HSC_2448"
"hsc2449","m","HSC_2449",171.38708438,-67.04127922,"HSC_2449"
"hsc2450","o","HSC_2450",175.97154248,-60.51336563,"HSC_2450"
"hsc2451","d","HSC_2451",176.07604094,-60.88768247,"HSC_2451"
"hsc2452","m","HSC_2452",177.82909375,-57.84074237,"HSC_2452"
"hsc2453","m","HSC_2453",148.16825232,-79.47939519,"HSC_2453"
"hsc2454","m","HSC_2454",178.49832017,-57.61978147,"HSC_2454"
"hsc2455","m","HSC_2455",145.00990178,-80.32848472,"HSC_2455"
"hsc2458","m","HSC_2458",142.81492488,-80.95191326,"HSC_2458"
"hsc2459","m","HSC_2459",178.8212217,-58.13315786,"HSC_2459"
"hsc2460","o","HSC_2460",178.8141531,-58.7391645,"HSC_2460"
"hsc2461","o","HSC_2461",178.49197341,-59.57027387,"HSC_2461"
"hsc2462","m","HSC_2462",173.71797666,-67.62587929,"HSC_2462"
"hsc2464","m","HSC_2464",153.81602661,-79.44799683,"HSC_2464"
"hsc2465","d","HSC_2465",31.15363862,-73.48056699,"HSC_2465"
"hsc2468","m","HSC_2468",182.22942327,-51.5402197,"HSC_2468"
"hsc2469","m","HSC_2469",176.90908675,-64.9663729,"HSC_2469"
"hsc2470","o","HSC_2470",178.8564973,-61.74522745,"HSC_2470"
"hsc2471","m","HSC_2471",179.82651428,-59.68390122,"HSC_2471"
"hsc2473","r","HSC_2473",31.69518085,-74.68699897,"HSC_2473"
"hsc2474","o","HSC_2474",177.69162131,-65.71468176,"HSC_2474"
"hsc2475","r","HSC_2475",30.77923567,-74.90065564,"HSC_2475"
"hsc2477","o","HSC_2477",180.14152055,-62.86300331,"HSC_2477"
"hsc2478","o","HSC_2478",180.4057367,-62.70943069,"HSC_2478"
"hsc2481","o","HSC_2481",180.40404824,-64.42074523,"HSC_2481"
"hsc2482","m","HSC_2482",183.55433835,-55.63487018,"HSC_2482"
"hsc2483","m","HSC_2483",153.47935294,-82.26532808,"HSC_2483"
"hsc2484","m","HSC_2484",185.58688408,-47.71503114,"HSC_2484"
"hsc2486","m","HSC_2486",172.97616483,-76.08383889,"HSC_2486"
"hsc2487","d","HSC_2487",29.56648826,-77.09622989,"HSC_2487"
"hsc2489","o","HSC_2489",180.84580331,-67.38507311,"HSC_2489"
"hsc2490","m","HSC_2490",180.68364969,-68.58767362,"HSC_2490"
"hsc2492","d","HSC_2492",21.02873658,-68.81726911,"HSC_2492"
"hsc2494","o","HSC_2494",184.06935422,-61.61524323,"HSC_2494"
"hsc2495","o","HSC_2495",183.65863586,-63.81661148,"HSC_2495"
"hsc2496","m","HSC_2496",21.27704725,-70.60297283,"HSC_2496"
"hsc2497","r","HSC_2497",22.7795873,-73.4136313,"HSC_2497"
"hsc2498","o","HSC_2498",183.67582881,-64.9469913,"HSC_2498"
"hsc2499","m","HSC_2499",181.52258688,-70.09213315,"HSC_2499"
"hsc2500","m","HSC_2500",23.82326884,-74.75096511,"HSC_2500"
"hsc2501","d","HSC_2501",22.17341219,-72.79084881,"HSC_2501"
"hsc2502","o","HSC_2502",184.68381875,-62.6201483,"HSC_2502"
"hsc2503","o","HSC_2503",183.86211339,-67.12343191,"HSC_2503"
"hsc2504","m","HSC_2504",185.49577933,-61.60310366,"HSC_2504"
"hsc2505","o","HSC_2505",185.02099987,-64.09667216,"HSC_2505"
"hsc2506","o","HSC_2506",185.50072961,-62.29981032,"HSC_2506"
"hsc2507","o","HSC_2507",183.74959351,-68.68456581,"HSC_2507"
"hsc2511","m","HSC_2511",186.8273811,-58.33959936,"HSC_2511"
"hsc2512","o","HSC_2512",185.95941767,-62.7614658,"HSC_2512"
"hsc2514","o","HSC_2514",186.28149211,-65.20913739,"HSC_2514"
"hsc2515","m","HSC_2515",180.15110519,-78.56442691,"HSC_2515"
"hsc2516","d","HSC_2516",21.49357994,-77.39114254,"HSC_2516"
"hsc2517","r","HSC_2517",18.89921783,-73.32653836,"HSC_2517"
"hsc2518","m","HSC_2518",184.31042676,-75.32422408,"HSC_2518"
"hsc2519","m","HSC_2519",191.28443925,-20.28417009,"HSC_2519"
"hsc2520","o","HSC_2520",188.57634183,-62.25779356,"HSC_2520"
"hsc2521","m","HSC_2521",189.32075227,-59.34964098,"HSC_2521"
"hsc2522","d","HSC_2522",190.15199922,-50.17947723,"HSC_2522"
"hsc2523","m","HSC_2523",187.53522547,-72.94015418,"HSC_2523"
"hsc2525","m","HSC_2525",190.43327394,-60.73038694,"HSC_2525"
"hsc2526","o","HSC_2526",190.36556671,-62.1838794,"HSC_2526"
"hsc2527","o","HSC_2527",190.40310559,-62.04379696,"HSC_2527"
"hsc2528","o","HSC_2528",190.86024297,-60.74765529,"HSC_2528"
"hsc2529","m","HSC_2529",191.19786097,-61.37457227,"HSC_2529"
"hsc2531","o","HSC_2531",191.64071239,-61.18972617,"HSC_2531"
"hsc2532","m","HSC_2532",191.39838802,-70.43992871,"HSC_2532"
"hsc2533","o","HSC_2533",191.8451013,-65.52792121,"HSC_2533"
"hsc2534","m","HSC_2534",191.70262507,-70.83231792,"HSC_2534"
"hsc2536","o","HSC_2536",192.95170838,-59.44557966,"HSC_2536"
"hsc2538","m","HSC_2538",193.49465788,-69.25435303,"HSC_2538"
"hsc2539","o","HSC_2539",193.85526989,-63.03971771,"HSC_2539"
"hsc2540","o","HSC_2540",193.75268972,-59.02991492,"HSC_2540"
"hsc2546","o","HSC_2546",194.37928648,-63.49415704,"HSC_2546"
"hsc2549","o","HSC_2549",194.87375665,-64.01188477,"HSC_2549"
"hsc2550","o","HSC_2550",195.10760558,-62.39743891,"HSC_2550"
"hsc2551","o","HSC_2551",195.09423086,-60.98088117,"HSC_2551"
"hsc2552","o","HSC_2552",195.0874155,-60.61919583,"HSC_2552"
"hsc2553","m","HSC_2553",195.84330028,-61.76848622,"HSC_2553"
"hsc2554","o","HSC_2554",194.66075698,-42.29187818,"HSC_2554"
"hsc2555","o","HSC_2555",196.42392682,-63.65873759,"HSC_2555"
"hsc2556","o","HSC_2556",196.6562346,-65.06783255,"HSC_2556"
"hsc2557","o","HSC_2557",196.3931043,-62.38934138,"HSC_2557"
"hsc2558","m","HSC_2558",196.48898538,-61.88049116,"HSC_2558"
"hsc2559","o","HSC_2559",197.70085813,-66.9874464,"HSC_2559"
"hsc2561","o","HSC_2561",197.61251336,-63.39707431,"HSC_2561"
"hsc2562","o","HSC_2562",197.86497299,-63.44880194,"HSC_2562"
"hsc2563","d","HSC_2563",6.58962662,-74.1525434,"HSC_2563"
"hsc2564","o","HSC_2564",198.07368487,-62.89978739,"HSC_2564"
"hsc2565","o","HSC_2565",198.04243223,-62.38440334,"HSC_2565"
"hsc2567","o","HSC_2567",198.28515993,-62.19624412,"HSC_2567"
"hsc2568","m","HSC_2568",202.34755403,-74.66716358,"HSC_2568"
"hsc2569","o","HSC_2569",199.09237283,-63.3685937,"HSC_2569"
"hsc2570","o","HSC_2570",199.54471297,-63.80772173,"HSC_2570"
"hsc2571","m","HSC_2571",199.17139358,-61.81289395,"HSC_2571"
"hsc2573","d","HSC_2573",9.7109529,-59.21684853,"HSC_2573"
"hsc2574","m","HSC_2574",3.08438494,-76.30840142,"HSC_2574"
"hsc2575","o","HSC_2575",199.64624233,-62.46612095,"HSC_2575"
"hsc2576","o","HSC_2576",199.67824305,-62.52539711,"HSC_2576"
"hsc2578","o","HSC_2578",200.29092921,-63.4510103,"HSC_2578"
"hsc2579","o","HSC_2579",200.14694851,-62.8457541,"HSC_2579"
"hsc2580","o","HSC_2580",200.32796174,-63.43336403,"HSC_2580"
"hsc2581","o","HSC_2581",201.00683947,-63.2033965,"HSC_2581"
"hsc2582","o","HSC_2582",200.75675114,-61.15605241,"HSC_2582"
"hsc2583","m","HSC_2583",205.38930602,-72.16017701,"HSC_2583"
"hsc2584","o","HSC_2584",202.14643015,-64.77739792,"HSC_2584"
"hsc2585","m","HSC_2585",202.23269955,-64.76318609,"HSC_2585"
"hsc2586","o","HSC_2586",201.79691116,-63.35676133,"HSC_2586"
"hsc2587","m","HSC_2587",204.25641663,-69.51194061,"HSC_2587"
"hsc2588","d","HSC_2588",201.95847298,-63.73405959,"HSC_2588"
"hsc2590","o","HSC_2590",201.97896201,-61.87892812,"HSC_2590"
"hsc2592","o","HSC_2592",202.44705862,-62.49538555,"HSC_2592"
"hsc2593","d","HSC_2593",6.19909047,-65.45179045,"HSC_2593"
"hsc2594","o","HSC_2594",202.43693556,-62.25033526,"HSC_2594"
"hsc2595","o","HSC_2595",202.75091006,-60.93816447,"HSC_2595"
"hsc2596","m","HSC_2596",207.59823444,-70.53550612,"HSC_2596"
"hsc2597","m","HSC_2597",217.98671949,-78.83741,"HSC_2597"
"hsc2598","o","HSC_2598",203.71931745,-61.32917347,"HSC_2598"
"hsc2599","o","HSC_2599",204.57615189,-63.4180596,"HSC_2599"
"hsc2600","o","HSC_2600",204.49848227,-62.83717132,"HSC_2600"
"hsc2601","m","HSC_2601",201.35074026,-52.0564325,"HSC_2601"
"hsc2602","o","HSC_2602",204.17509168,-61.35612937,"HSC_2602"
"hsc2603","m","HSC_2603",210.45775939,-71.84363539,"HSC_2603"
"hsc2604","o","HSC_2604",205.19405689,-62.20168599,"HSC_2604"
"hsc2605","o","HSC_2605",201.41489901,-47.33690133,"HSC_2605"
"hsc2607","o","HSC_2607",205.48689299,-60.33177194,"HSC_2607"
"hsc2608","d","HSC_2608",207.1557645,-63.98635391,"HSC_2608"
"hsc2609","m","HSC_2609",223.63994109,-78.13293429,"HSC_2609"
"hsc2610","m","HSC_2610",203.95728536,-55.01699364,"HSC_2610"
"hsc2611","o","HSC_2611",206.91033462,-62.58523928,"HSC_2611"
"hsc2612","o","HSC_2612",207.40641396,-62.87194858,"HSC_2612"
"hsc2615","m","HSC_2615",224.02235028,-77.2159558,"HSC_2615"
"hsc2616","m","HSC_2616",204.40321845,-52.73587916,"HSC_2616"
"hsc2617","m","HSC_2617",201.63627255,-41.16044343,"HSC_2617"
"hsc2618","m","HSC_2618",210.97059261,-65.80257486,"HSC_2618"
"hsc2619","m","HSC_2619",212.62610441,-67.10430672,"HSC_2619"
"hsc2620","o","HSC_2620",210.27705208,-63.67564073,"HSC_2620"
"hsc2621","m","HSC_2621",210.85657534,-64.45800567,"HSC_2621"
"hsc2622","o","HSC_2622",209.1856874,-61.61393861,"HSC_2622"
"hsc2625","o","HSC_2625",208.9755644,-60.54102493,"HSC_2625"
"hsc2626","o","HSC_2626",203.6878239,-44.62055614,"HSC_2626"
"hsc2627","o","HSC_2627",209.88694024,-61.37399366,"HSC_2627"
"hsc2629","o","HSC_2629",210.68823153,-61.9527188,"HSC_2629"
"hsc2630","m","HSC_2630",210.58689335,-61.76821654,"HSC_2630"
"hsc2631","m","HSC_2631",213.77436003,-65.69619154,"HSC_2631"
"hsc2632","m","HSC_2632",215.03985148,-66.34893535,"HSC_2632"
"hsc2634","o","HSC_2634",212.11236069,-62.31919213,"HSC_2634"
"hsc2635","o","HSC_2635",210.82726419,-59.66941933,"HSC_2635"
"hsc2636","o","HSC_2636",204.8886863,-44.48223215,"HSC_2636"
"hsc2637","o","HSC_2637",212.47854919,-62.30618784,"HSC_2637"
"hsc2638","m","HSC_2638",276.26480361,-81.82341955,"HSC_2638"
"hsc2639","o","HSC_2639",213.06199754,-62.0413928,"HSC_2639"
"hsc2640","o","HSC_2640",212.92320508,-61.71618405,"HSC_2640"
"hsc2641","m","HSC_2641",217.67369461,-67.17642661,"HSC_2641"
"hsc2642","o","HSC_2642",213.79653264,-61.85750953,"HSC_2642"
"hsc2643","m","HSC_2643",301.48356087,-80.99652698,"HSC_2643"
"hsc2644","o","HSC_2644",219.36011892,-66.48366445,"HSC_2644"
"hsc2645","m","HSC_2645",230.90215438,-72.8523015,"HSC_2645"
"hsc2646","o","HSC_2646",217.47491084,-62.53794261,"HSC_2646"
"hsc2647","o","HSC_2647",216.47175343,-60.93397859,"HSC_2647"
"hsc2648","m","HSC_2648",222.30393259,-66.41084602,"HSC_2648"
"hsc2649","o","HSC_2649",217.98648837,-61.94457691,"HSC_2649"
"hsc2651","o","HSC_2651",217.46275381,-61.14000895,"HSC_2651"
"hsc2653","m","HSC_2653",225.32937567,-68.00522033,"HSC_2653"
"hsc2654","o","HSC_2654",222.41881156,-65.35643106,"HSC_2654"
"hsc2655","o","HSC_2655",217.64264534,-60.29006208,"HSC_2655"
"hsc2656","o","HSC_2656",223.21228228,-64.93217767,"HSC_2656"
"hsc2657","o","HSC_2657",221.38224547,-63.08834406,"HSC_2657"
"hsc2658","m","HSC_2658",251.96239027,-75.66623345,"HSC_2658"
"hsc2659","o","HSC_2659",219.99313465,-58.80854211,"HSC_2659"
"hsc2660","o","HSC_2660",222.21504721,-61.15443244,"HSC_2660"
"hsc2661","o","HSC_2661",222.37709687,-59.74924466,"HSC_2661"
"hsc2662","m","HSC_2662",230.81405401,-66.4370521,"HSC_2662"
"hsc2664","m","HSC_2664",244.5975322,-71.66650401,"HSC_2664"
"hsc2666","o","HSC_2666",226.14158193,-61.05784457,"HSC_2666"
"hsc2667","o","HSC_2667",223.53295289,-58.09912763,"HSC_2667"
"hsc2668","o","HSC_2668",225.42755367,-59.69058617,"HSC_2668"
"hsc2669","m","HSC_2669",218.20145016,-50.87940291,"HSC_2669"
"hsc2672","m","HSC_2672",227.00004372,-60.63502908,"HSC_2672"
"hsc2673","m","HSC_2673",241.68262837,-69.05361835,"HSC_2673"
"hsc2674","o","HSC_2674",224.80924631,-58.59643222,"HSC_2674"
"hsc2675","m","HSC_2675",220.00248834,-52.91030957,"HSC_2675"
"hsc2676","m","HSC_2676",226.90340557,-59.74459911,"HSC_2676"
"hsc2678","o","HSC_2678",226.50338871,-59.29145263,"HSC_2678"
"hsc2679","o","HSC_2679",226.15890851,-58.49517535,"HSC_2679"
"hsc2680","o","HSC_2680",226.22420376,-58.50853153,"HSC_2680"
"hsc2681","m","HSC_2681",234.97094871,-64.44384267,"HSC_2681"
"hsc2682","o","HSC_2682",226.43591958,-56.63141755,"HSC_2682"
"hsc2683","o","HSC_2683",228.4350221,-58.18561483,"HSC_2683"
"hsc2684","m","HSC_2684",231.61889163,-60.58700875,"HSC_2684"
"hsc2686","o","HSC_2686",229.17149393,-58.37352336,"HSC_2686"
"hsc2687","m","HSC_2687",225.20853271,-54.4450286,"HSC_2687"
"hsc2688","o","HSC_2688",218.10372728,-44.79762938,"HSC_2688"
"hsc2689","o","HSC_2689",254.43865417,-69.83744689,"HSC_2689"
"hsc2690","m","HSC_2690",215.28908988,-38.89266754,"HSC_2690"
"hsc2691","o","HSC_2691",230.53802469,-58.16772668,"HSC_2691"
"hsc2692","m","HSC_2692",262.58338362,-71.0288077,"HSC_2692"
"hsc2693","m","HSC_2693",239.47317916,-63.82580484,"HSC_2693"
"hsc2694","m","HSC_2694",343.11063871,-64.15188825,"HSC_2694"
"hsc2695","m","HSC_2695",230.35486795,-57.41606774,"HSC_2695"
"hsc2696","o","HSC_2696",234.42891836,-60.33565618,"HSC_2696"
"hsc2698","o","HSC_2698",230.3112173,-57.09781073,"HSC_2698"
"hsc2700","d","HSC_2700",357.11444881,-53.65803587,"HSC_2700"
"hsc2701","o","HSC_2701",229.84885539,-56.39504479,"HSC_2701"
"hsc2702","o","HSC_2702",240.53636217,-63.33792426,"HSC_2702"
"hsc2703","o","HSC_2703",231.93952905,-57.78440468,"HSC_2703"
"hsc2704","m","HSC_2704",217.88224277,-40.77665086,"HSC_2704"
"hsc2705","m","HSC_2705",271.57533259,-71.37806446,"HSC_2705"
